date,olive_oil_cost,eggs_cost,garlic_cost,energy_cost,index
2025-06-15 13:00:00,447.0434259082925,218.5898549282446,241.53559045895398,57.55048195221675,4105.49620237111
2025-06-15 14:00:00,447.0434259082925,218.5898549282446,241.53559045895398,86.16129100852824,4134.107011427422
2025-06-15 15:00:00,447.0434259082925,218.5898549282446,241.53559045895398,112.88401770648706,4160.82973812538
2025-06-15 16:00:00,447.0434259082925,218.5898549282446,241.53559045895398,144.8156111409739,4192.761331559866
2025-06-15 17:00:00,447.0434259082925,218.5898549282446,241.53559045895398,161.95137164367247,4209.897092062565
2025-06-15 18:00:00,447.0434259082925,218.5898549282446,241.53559045895398,151.6320417446064,4199.5777621635
2025-06-15 19:00:00,447.0434259082925,218.5898549282446,241.53559045895398,131.02615418423608,4178.971874603129
2025-06-15 20:00:00,447.0434259082925,218.5898549282446,241.53559045895398,115.21434264617673,4163.16006306507
2025-06-15 21:00:00,447.0434259082925,218.5898549282446,241.53559045895398,111.95385101724534,4159.899571436138
2025-06-15 22:00:00,447.0434259082925,218.5898549282446,241.53559045895398,103.54567125310147,4151.491391671994
2025-06-15 23:00:00,447.0434259082925,218.5898549282446,241.53559045895398,99.34725486368052,4147.292975282573
2025-06-16 00:00:00,447.0434259082925,218.5898549282446,241.53559045895398,94.50238081754945,4142.448101236442
2025-06-16 01:00:00,447.0434259082925,218.5898549282446,241.53559045895398,92.28466995827897,4140.230390377172
2025-06-16 02:00:00,447.0434259082925,218.5898549282446,241.53559045895398,90.48683345492607,4138.432553873819
2025-06-16 03:00:00,447.0434259082925,218.5898549282446,241.53559045895398,92.95497030431699,4140.90069072321
2025-06-16 04:00:00,447.0434259082925,218.5898549282446,241.53559045895398,98.47138929793348,4146.417109716826
2025-06-16 05:00:00,447.0434259082925,218.5898549282446,241.53559045895398,119.84080346889712,4167.78652388779
2025-06-16 06:00:00,447.0434259082925,218.5898549282446,241.53559045895398,141.09753124025264,4189.043251659145
2025-06-16 07:00:00,447.0434259082925,218.5898549282446,241.53559045895398,127.99943830404997,4175.945158722943
2025-06-16 08:00:00,447.0434259082925,218.5898549282446,241.53559045895398,103.03304977995873,4150.978770198852
2025-06-16 09:00:00,447.0434259082925,218.5898549282446,241.53559045895398,78.39580345052808,4126.341523869421
2025-06-16 10:00:00,447.0434259082925,218.5898549282446,241.53559045895398,55.29586407149506,4103.241584490388
2025-06-16 11:00:00,447.0434259082925,218.5898549282446,241.53559045895398,46.06952945592688,4094.01524987482
2025-06-16 12:00:00,447.0434259082925,218.5898549282446,241.53559045895398,43.806877370575826,4091.752597789469
2025-06-16 13:00:00,447.0434259082925,218.5898549282446,241.53559045895398,57.55048195221675,4105.49620237111
2025-06-16 14:00:00,447.0434259082925,218.5898549282446,241.53559045895398,86.16129100852824,4134.107011427422
2025-06-16 15:00:00,447.0434259082925,218.5898549282446,241.53559045895398,112.88401770648706,4160.82973812538
2025-06-16 16:00:00,447.0434259082925,218.5898549282446,241.53559045895398,144.8156111409739,4192.761331559866
2025-06-16 17:00:00,447.0434259082925,218.5898549282446,241.53559045895398,161.95137164367247,4209.897092062565
2025-06-16 18:00:00,447.0434259082925,218.5898549282446,241.53559045895398,151.6320417446064,4199.5777621635
2025-06-16 19:00:00,447.0434259082925,218.5898549282446,241.53559045895398,131.02615418423608,4178.971874603129
2025-06-16 20:00:00,447.0434259082925,218.5898549282446,241.53559045895398,115.21434264617673,4163.16006306507
2025-06-16 21:00:00,447.0434259082925,218.5898549282446,241.53559045895398,111.95385101724534,4159.899571436138
2025-06-16 22:00:00,447.0434259082925,218.5898549282446,241.53559045895398,103.54567125310147,4151.491391671994
2025-06-16 23:00:00,447.0434259082925,218.5898549282446,241.53559045895398,99.34725486368052,4147.292975282573
2025-06-17 00:00:00,447.0434259082925,218.5898549282446,241.53559045895398,94.50238081754945,4142.448101236442
